"Site_SPC_year","site","SPC_Rep","year","Observer","Lat","Lon","site_year","geographic","Acanthurus.blochii","Acanthurus.guttatus","Acanthurus.lineatus","Acanthurus.maculiceps","Acanthurus.nigricauda","Acanthurus.xanthopterus","Aphareus.furca","Caesio.caerulaurea","Calotomus.carolinus","Carangoides.ferdau","Carangoides.orthogrammus","Caranx.lugubris","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Cheilinus.trilobatus","Cheilinus.undulatus","Chlorurus.bleekeri","Chlorurus.frontalis","Chlorurus.microrhinos","Chlorurus.sordidus","Ctenochaetus.striatus","Elagatis.bipinnulata","Epinephelus.hexagonatus","Epinephelus.howlandi","Epinephelus.spilotoceps","Hipposcarus.longiceps","Kyphosus.cinerascens","Kyphosus.vaigiensis","Lethrinus.harak","Lethrinus.olivaceus","Lethrinus.xanthochilus","Lutjanus.argentimaculatus","Lutjanus.bohar","Lutjanus.fulvus","Lutjanus.gibbus","Lutjanus.monostigma","Lutjanus.semicinctus","Macolor.macularis","Macolor.niger","Monotaxis.grandoculis","Mulloidichthys.vanicolensis","Myripristis.adusta","Myripristis.sp","Naso.lituratus","Naso.unicornis","Naso.vlamingii","Parupeneus.barberinus","Parupeneus.trifasciatus","Pempheris.oualensis","Sargocentron.tiere","Scarus.dimidiatus","Scarus.forsteni","Scarus.frenatus","Scarus.ghobban","Scarus.oviceps","Scarus.psittacus","Scarus.rivulatus","Scarus.rubroviolaceus","Selar.crumenophthalmus","Siganus.argenteus","Siganus.doliatus","Siganus.punctatus"
"KOS-11 1 2019","KOS-11",1,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19248332407732,0.794428616347981,0,0,0,0,0,0.355023788460275,0,0,0,0,0,0,0,0,0,0,0,0,0.887962226173392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 10 2015","KOS-11",10,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432838395386467,0.570576470068367,0,0,0,0,0,0.636276062164802,0,0,0,0,0,0,0,0,0,0,0,0,2.49809265540759,0,0,0,1.10919274241852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 10 2017","KOS-11",10,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5279172166564,0,0,1.12184822725401,1.55455871484982,0.915962751577724,0,0,0,0,0,0,0,0,0,0,0,0,0.416369909072006,0,0,0,0,0,3.30246990519136,0,0,0,2.51195756412458,0,0,0.712663398335659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 10 2019","KOS-11",10,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253598526141082,0.410018059048323,0,0,0,0,0,0,0,0,0,1.56199722922974,0,0,0,0,0,0,0,0,4.19101003149455,0,0,0,0,2.31732220349228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 11 2015","KOS-11",11,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209258837656251,0.280452321809045,0,0,0,0,0,0.148501321475317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385185238912626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 11 2017","KOS-11",11,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664095362669547,0,0,0.795159844972132,0.75720147708092,0,0,0,0,0,0.958793110804383,0,0,3.77312287597181,0,0,0,0.362785281295964,0,0,0,0,0,2.80388697850463,0,0,0,3.33960321584462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 11 2019","KOS-11",11,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749489936774001,0,0,0,0,0,0,0,0,1.82378995337552,0,0,0,0,0,0,0,0,0,0.953496073388856,0,0,0,0,0,0,0,0,0.21296,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 12 2015","KOS-11",12,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971753536930068,0.327194375443886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356870379343942,0,0,0,0.237657560879411,0,0,0,0.0695878859601144,0.03652264,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 12 2017","KOS-11",12,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0.212877866215504,0,0,0,0,0,0,0,0,0,0.570030108093083,0,0,0,0.768408323497418,0,0,0.985822000790406,1.21460697945224,0,0,0,0,0,3.0632387854083,0,0,0,1.40356629037387,0,0,0,0,0,0,0,0,0,0,0,0,2.72845992320986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 12 2019","KOS-11",12,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0.702241655496666,0,0,0,0,0,0,0,0,0,1.26799263070541,0.370342156032245,0,0,0,0,0,0.869259287788248,0,0,0,0,0,0,0,0,0,0,0,0,0.953496073388856,0,0,0,3.06027120995564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 2 2015","KOS-11",2,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484947583944023,0.717773341988193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 2 2017","KOS-11",2,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823744271467176,0,0.664095362669547,0,0,1.91380058664736,0.562794792253714,0,0,0,0,0,0,0,0,0,0,0,0,1.11520375270437,1.62083025549376,0,0,0,0,2.52150504546566,0,0,0,4.34275323899421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 2 2019","KOS-11",2,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167346947212775,0.591515558985018,0,0,0,0,0,0.284935224951229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966117168768446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 3 2015","KOS-11",3,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509400322072044,0.0934841072696816,0,0,0,0,0,0.78722204626778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395765152116036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 3 2017","KOS-11",3,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64783022310998,0.68225248340352,0,0,0,0,0,0,0,0,2.68862404920922,1.59466426915567,0,0,0,4.41595197900256,0.890527582394883,0,0,0,0,0,0,0,4.385216986542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 3 2019","KOS-11",3,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8205587380031,0,0,0,0,0,0.284935224951229,0,0,0,0,0,0,0,0,0,0,0,0,0.543797508874733,0,0,0,0.395765152116036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 4 2015","KOS-11",4,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487294062617933,0.280452321809045,0,0,0,0,0,0,0,0,0,0,0,0,0.0539564222824612,0,0,0,0,0,0,0,0,0,0.256790159275084,0,0,0,0.205922177420398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 4 2017","KOS-11",4,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5279172166564,0,0,0,1.09924897494708,0.409581839409129,0,0,0,0,0,0,0,0,0,4.72027383765787,0,0,0,2.45012739027332,0,0,0,0,4.39809290037783,0,0,0,4.89526218820127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 4 2019","KOS-11",4,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374744968387,0,0,0,0,0,0,0,0,0,2.44783016871684,0,0,0,0.57106854845221,0,0,0,0.318285932512936,3.55047262299258,0,0,0,0.723552595841643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 5 2015","KOS-11",5,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85722605636447,0.233710268174204,0,0,0,0,0,0.520939375266424,0,0,0,0,0,0,0,0,0,0,0,0,3.10786779160687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160732027188736,0,0,0,0,0,0,0,0
"KOS-11 5 2017","KOS-11",5,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47572886712076,0.562794792253714,0,0,0,0,0,1.14818470347836,0,0,0,0,0,0,0,0,0.706649784958863,0,0,0,2.74164688431256,0,0,0,2.82854824543095,0,0,0,0,0,0,0,0,0.44362396391181,0,0,0,0,0,0,0,0.424498148509922,0
"KOS-11 5 2019","KOS-11",5,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117422470881153,0.2248469810322,0,0,0,0,0,0.71004757692055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22907870739144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 6 2015","KOS-11",6,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0.059822458351597,0,0,0,0,0,0,0,0,0.0642660609052689,0,0,0,0,0.40980845633808,0.280452321809045,0,0,0,0,0,1.32992793801382,0,0,0,0,0.444724320028848,0,0,0,0.142755564910075,0,0,0,0.248288546492078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 6 2017","KOS-11",6,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,1.61175368137842,0,0.334076471673292,0,0,0,0,0,0,0,0,0,0,0,0,0.90709946443572,0,0,0,0,0,2.31740010860667,0,0,0,0.479440559469797,0,0,0.886213256063136,0,0,0,0,0,3.21571544309533,0,0,0,0.576504865138565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 6 2019","KOS-11",6,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197760399427442,0.674540943096601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395765152116036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279737159456534,0,0,0
"KOS-11 7 2015","KOS-11",7,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0.280085855566575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771731208727623,0.60674812899131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713740758687884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 7 2017","KOS-11",7,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326956029250392,1.34670188554613,1.14080973260992,0,0,0,0,0,0,0,0,0,1.88840518983564,0,0,0,0,0.526165741933603,0,0,0,1.43881426825464,0,0,0,1.55005529793199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 7 2019","KOS-11",7,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238915382299613,0,0,0,0,0,0.956260971125558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450645631832918,0,0,0,0,0,0,0,0,0.317341246319113,0,0,0,0,0,0,0,0,0
"KOS-11 8 2015","KOS-11",8,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57527205921339,0.353607301663202,0.280452321809045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356870379343942,0,0,0,0.744572630224614,0,0,0,0.0695878859601144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 8 2017","KOS-11",8,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61827476331981,1.14080973260992,0,0,0,0,0,0,0,0,0,0,0,0,0.684414223498272,0,0,0,0,0,1.81567776087042,0,0,0,3.16717337277537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 8 2019","KOS-11",8,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878042200676454,0.374744968387,0,0,0,0,0,0.71004757692055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23236059278496,0.952703293285781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 9 2015","KOS-11",9,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310234263108868,0,0,0,0,0,0.690470970578152,0.465623399825167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53534533891118,0,0,0,0.39100206628852,0,0,0,0,0.08144389,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 9 2017","KOS-11",9,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02107705045453,1.28193410832167,0.915962751577724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85195294828346,0,0,0,2.05120588517929,0,0,0,0,0,0,0,0,0,0,0,0.21870618178472,0,0,0,0,0,0
"KOS-11 9 2019","KOS-11",9,2019,"PH",5.34347953499,162.946761038,"KOS-11 2019","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01369045136101,0.2248469810322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854050275392634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 1 2015","KOS-16",1,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587112354405767,0.186968214539363,0,0,0,0,0,0,0,0.0482191969268967,3.03455437382154,0,0,0,0.0865677026485116,0,0,0,0,0,0.356870379343942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 1 2017","KOS-16",1,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0,0,0,0,0.305364931808564,0,0,0,0.146427074217974,0.385892535874295,0,1.03113507795498,0,0,0,0,1.23537433574211,1.99937000688756,0,0,0,0,0,0,0,0,0,0,0,0,3.36258559928744,1.50855160559294,0,0,0,0,0.71905808979624,0,0,0,3.33946272905624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 1 2019","KOS-16",1,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0,0,0,0,0,0,0.142701690525247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444260681959356,0.358373073449419,0,0,0,0,0,0,0,0,0,0,0,0,0.3686668496387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 10 2015","KOS-16",10,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620468526217736,0,0.653916536906922,0,0,0,0.41446228514013,0,0,0,0,0,0,0,0,0,0,0.823053345900052,0,0,0,0,0,0,0,0,0,0,0,0,0.128395079637542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 10 2017","KOS-16",10,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0.176120127098264,0,0,0,0,0,0,0,0,0.139073169925628,0,0.154942042454584,0,0,0,0,1.34486681692988,1.49630406020875,0,0,0,0,0,0,0,0,0,0.823053345900052,0,0,0,0,0,0,0,0,0,0,0,0,1.21706965899309,0,0,0,0,0,0,0,0,0,0,0,0.21870618178472,0,1.05821575611881,0,0,0,0
"KOS-16 10 2019","KOS-16",10,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0.434045415001434,0,0,0,0,0,0.217699780719164,0,0,0,0,0,0.220159628087944,0,0,0,0,0,0,0,0,0.648098773056429,0,0,0,0,0,0,0,0,0,0,0,0,0.23617664620259,0,0,0,0,0,0,0,0,1.17582461932331,0.255022600829637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 11 2015","KOS-16",11,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0.203832046944141,0,0,0,0,0,0,0,0.199375578422629,0,0,0,0,0,0,0.317132847093854,0.514162589983249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109262481241869,0,0,0,0,0,0,0,0,0,0,0.449853664018078,0,0,0,0,0,0,0
"KOS-16 11 2017","KOS-16",11,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0.434045415001434,0,1.05610993673318,0,0,0,0,0,0,0,0,0,2.22886910778521,0,0,0,0,0,0,0,0.988584101021442,1.92746290868087,0,0,0,0,0,0,0,0,0,2.26585395123342,0,0,0,0,0,0,0,0,0,0,0,0,0.900455402877113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567363634895543,0,0,0,0
"KOS-16 11 2019","KOS-16",11,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0.434045415001434,0,1.27766142432202,0,0,0,0,0,0,0,0.205794871134669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536088628852532,0,0,0,0,0,0,0,0,0,0.861157695562845,0,0,0,0,0,0,0,0,0.248018079735763,0,0,0,0,0,0,0,0,0
"KOS-16 12 2015","KOS-16",12,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0.294582290664989,0,0,0,0,0,0,0,0,0,0,0,0.280804978121358,0.250562853297246,0,0,0,0,0,0,0.222130340979678,0.233710268174204,0,0,0,0,0,0,0,0,0,0,0,0,0.0432838513242558,0,0,0,0,0,0,0,0,0,0.109262481241869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 12 2017","KOS-16",12,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0.131702530754757,0.683484677389848,0.103788678328452,0,0.296675471265778,0,0,0,0,0,0,0,0,0,0,0,0.826624368418932,2.02775998799585,0,0,0,0,0,0,0,0,0,5.9484658854705,0,0,0,0,0.385919181024727,0,0,0,0.492251882348517,0,0,0,1.86785741193876,0,0,1.55902750081052,0,0,0,0,0.316597072015356,0,0,0,0.361427267847423,0,1.14940034939649,0,0,0,0
"KOS-16 12 2019","KOS-16",12,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0.767028581478588,0,0,0,0,0,1.18116263851615,0,0,0,0,0,0,0,0.194046606117681,0,0,0,0,0,0.58027276814793,0.277756617024184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33194333926009,0,0,0,0,0,0,0,0,0,0,0,1.07789292657083,0,0,0,0,0,0.830400613885254,0,0,0,0
"KOS-16 2 2015","KOS-16",2,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0.0873238975712355,0,0,0,0,0,0,0.02517046609412,0,0,0,0,0,0,0.515069269745629,0.280452321809045,0,0,0,0,0,0.148501321475317,0,0,0,0,0,0,0,0,0,0,0,0,0.398886907368099,0,0,0,0.854759654185136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 2 2017","KOS-16",2,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0,0,0,0,0.296675471265778,0,0,0,0,0.12781803309499,0,0,0,0,0,0,0.754527689835562,1.63501239214673,0,0,0,0,0,0,0,0,0,5.45634527235857,0,0,0.799872550866895,3.21574658903251,2.33906086991708,1.30631735400594,0,0,0,0,0,0,1.9229691157686,0,0,0,0,0,0,0,0.56207232725698,0,0,0,0,0,1.46432058905856,0,0,0,0
"KOS-16 2 2019","KOS-16",2,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786429854782921,0,0,0,0,0.815064408810414,0,0,0,0,0,0,0,0,0,0,0,0,0.0662451017180552,0,0,0,0,0,0,0,0,0,0.172630098350826,0.952703293285781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 3 2015","KOS-16",3,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388731179617948,0,0,0,0,0,0.19342425604931,0.4455493557951,0,0,0,0,0,0.318816134467761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15570909733446,0.952703293285781,0,0,0,0,0,0,0.10980122312708,0,0,0.353283716606693,0,0,0,0,0,0,0
"KOS-16 3 2017","KOS-16",3,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0,0,0,0,0.15152259147875,0,0,0,0,0.836992242799059,0,1.03113507795498,0,0,0,0,0,1.14269988124555,0,0,0,0,0,0,0,0,0,0,0,0,1.29288707015974,0,0.656661523773817,0.479915851991251,0,0,0,0,0,0,3.37580143689391,0,0,0.760664213459469,0,0,0,0,0.687424315406143,0,0,0,0,0,0.567363634895543,0,0,0,0
"KOS-16 3 2019","KOS-16",3,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0,0,0,0,0,0,0,0,0,0,0,0,0.390861588642298,0.29447330719916,0,0,0,0,0,0,0,0.79675180145422,0,0,0,0,0,0,0,0,0,0,0,0,0.13249020343611,0,0,0,0,0,0,0,0,0,1.16775285854928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 4 2015","KOS-16",4,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0.220650041523229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310234263108868,0,0,0,0,0,0.0293116555633019,0.369336598291324,0,0,0,0,0,0,0.145023852180585,0,0,0,0,0,0.0539564222824612,0,0.038983293448081,0,0,0,0,0,0,0,0.256790159275084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 4 2017","KOS-16",4,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0,0,0,0,0,0,0,0,0.249271289724278,0,0,0,0,0,0,0,0.930189232163706,1.75000337097167,0,0,0,0,0,0,0,0,2.68862404920922,4.4286722478776,0,0,0.160524450129719,7.79231696038229,0,0,0,0,1.63476511000819,0,0,0,0.73995774207527,2.13739633717717,0,1.03691156849159,0,0,0,0,1.52795181322267,0,0,0,0,0,0.462449694535391,0,0,0,0
"KOS-16 4 2019","KOS-16",4,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581811334203619,0,0,0,0,0,0,0.449693962064401,0,0,0,0,0,0,2.90941988471044,0,0,0,0,0,0.474974296255244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17123474393593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 5 2015","KOS-16",5,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0,0,0.0932959495537098,0,0,0,0,0.854740335769169,0,0.128532121810538,0,0,0,0,0.395497414264908,0.505299302841245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713777824550376,0,0,0,1.08252318301775,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0.248018079735763,0,0,0,0,0.371265101257712,0,0,0,0
"KOS-16 5 2017","KOS-16",5,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0,0,0,0,0,0,0,0,0,0.228279900130242,0,1.30177054344853,0,0,0,0,1.52031305963198,1.49586784056956,0,0,0,0,0,0,0,0,0,1.23656114754842,0,0,0,1.58928499983327,0,0,0,0,0.92727892999934,0,0,0,0.797252293732001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792975418859167,0,0,0,0
"KOS-16 5 2019","KOS-16",5,2019,"PH",5.37288,162.9846,"KOS-16 2019","North",0,0,0,0,0,0,0.217699780719164,0,0,0,0,0,0.478030578915415,0,0,0,0,0,0,0,0,0.185171078016123,0,0,0,0,0,0,1.12938460562773,0,0,0,0,0,0.679283274234158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-16 6 2015","KOS-16",6,2015,"MM",5.37288,162.9846,"KOS-16 2015","North",0,0,0,0,0,0,0.541103209185349,0,0,0,0,0,0,0.387751908355829,0.0310234263108868,0,0,0,0,0,0.500095129367801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583067814970644,0,0,0,0,0,0,0,0,0,0,0.175321321332151,0,0,0,0,0,0,0
"KOS-16 6 2017","KOS-16",6,2017,"SM",5.37288,162.9846,"KOS-16 2017","North",0,0,0,0,0.662157650885299,0,0,0,0.526094026481168,0,0,0,0,0,0,0.637852630199666,0,0,0,0,0,0.811382001003604,0,0,0,0,0,0,0,0,0,4.33544804728637,0,0,0,0,0,0,0,0,5.71746159398093,0,0,0,3.07065311261079,0,0,0.390370340882943,0,0,0,0,0,0,0,0,0,0,2.11089256189227,0,0,0,0
